type	creator	version	update	ID	sex	birthYear	birthPlace	birthRegion	language	firstLang	homeLang	workLang	resPlace	resRegion	eduPlace	eduRegion	eduSize	education	eduLevel	occupation	occLevel	notes
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V60933	sex2	1984	B-900	regV2	SD	unknown	unknown	unknown	B-983	regV2	B-983	regV2	sizeX	technisch onderwijs of ASO	edu2	student	occI	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V60934	sex2	1984	B-980	regV2	SD	unknown	unknown	unknown	B-980	regV2	B-980	regV2	sizeX	technisch onderwijs of ASO	edu2	student	occI	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V60935	sex2	1977	B-360	regV4	SD	unknown	unknown	unknown	B-366	regV4	B-368	regV4	sizeX	hoger onderwijs of universiteit	edu1	verpleegkundige	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V60936	sex2	1955	B-368	regV4	SD	unknown	unknown	unknown	B-353	regV4	B-368	regV4	sizeX	lager of beroepsonderwijs	edu3	arbeidster	occE	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V60937	sex2	1975	B-380	regV4	SD	unknown	unknown	unknown	B-350	regV4	B-384	regV4	sizeX	hoger onderwijs of universiteit	edu1	ambtenaar	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V60938	sex1	1947	B-893	regV3	SD	unknown	unknown	unknown	B-875	regV3	B-889	regV3	sizeX	hoger onderwijs of universiteit	edu1	ambtenaar	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V60939	sex2	1947	B-850	regV3	SD	unknown	unknown	unknown	B-856	regV3	B-850	regV3	sizeX	hoger onderwijs of universiteit	edu1	onderwijzeres	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V60940	sex2	1945	B-877	regV3	SD	unknown	unknown	unknown	B-850	regV3	B-877	regV3	sizeX	hoger onderwijs of universiteit	edu1	onderwijzeres	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V60941	sex2	1939	B-800	regV3	SD	unknown	unknown	unknown	B-850	regV3	B-850	regV3	sizeX	lager of beroepsonderwijs	edu3	geen	occJ	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V60942	sex1	1957	B-360	regV4	SD	unknown	unknown	unknown	B-900	regV2	B-360	regV4	sizeX	hoger onderwijs of universiteit	edu1	bediende (stadsbediende)	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V60943	sex2	1927	B-394	regV4	SD	unknown	unknown	unknown	B-360	regV4	B-360	regV4	sizeX	technisch onderwijs of ASO	edu2	geen	occJ	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V60944	sex1	1950	CD	regZ	SD	unknown	unknown	unknown	B-300	regV1	B-360	regV4	sizeX	hoger onderwijs of universiteit	edu1	bediende	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V60945	sex1	1959	B-962	regV2	SD	unknown	unknown	unknown	B-900	regV2	B-962	regV2	sizeX	technisch onderwijs of ASO	edu2	atelierchef industrie	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V60946	sex2	1951	B-360	regV4	SD	unknown	unknown	unknown	B-300	regV1	B-360	regV4	sizeX	hoger onderwijs of universiteit	edu1	verpleegkundige	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V60947	sex2	1935	B-217	regV1	SD	unknown	unknown	unknown	B-904	regV2	B-217	regV1	sizeX	lager of beroepsonderwijs	edu3	lesgever dactylo	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V60948	sex1	1960	B-217	regV1	SD	unknown	unknown	unknown	B-904	regV2	B-904	regV2	sizeX	technisch onderwijs of ASO	edu2	beroepsmilitair	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V60949	sex2	1940	B-217	regV1	SD	unknown	unknown	unknown	B-217	regV1	B-217	regV1	sizeX	lager of beroepsonderwijs	edu3	naaister	occE	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V60950	sex2	1942	NL-xxx	regN4b	SD	unknown	unknown	unknown	B-867	regV3	B-197	regV1	sizeX	hoger onderwijs of universiteit	edu1	huisvrouw	occJ	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80001	sex2	1960	B-850	regV3	SD	unknown	unknown	unknown	B-850	regV3	B-850	regV3	sizeX	hoger onderwijs of universiteit	edu1	unknown	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80002	sex2	19nn	xxx	regX	SD	unknown	unknown	unknown	xxx	regX	xxx	regX	sizeX	unknown	eduX	unknown	occX	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80003	sex1	1935	B-217	regV1	SD	unknown	unknown	unknown	B-217	regV1	B-217	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80004	sex1	1934	B-200	regV1	SD	unknown	unknown	unknown	B-202	regV1	B-200	regV1	sizeX	technisch onderwijs of ASO	edu2	unknown	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80005	sex1	1946	B-880	regV3	SD	unknown	unknown	unknown	B-820	regV3	B-880	regV3	sizeX	hoger onderwijs of universiteit	edu1	unknown	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80006	sex1	19nn	xxx	regX	SD	unknown	unknown	unknown	xxx	regX	xxx	regX	sizeX	unknown	eduX	unknown	occX	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80007	sex1	1943	B-851	regV3	SD	unknown	unknown	unknown	B-876	regV3	B-851	regV3	sizeX	hoger onderwijs of universiteit	edu1	unknown	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80008	sex2	1929	B-882	regV3	SD	unknown	unknown	unknown	B-821	regV3	xxx	regX	sizeX	unknown	eduX	unknown	occX	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80009	sex2	19nn	xxx	regX	SD	unknown	unknown	unknown	xxx	regX	xxx	regX	sizeX	unknown	eduX	unknown	occX	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80010	sex2	19nn	xxx	regX	SD	unknown	unknown	unknown	xxx	regX	xxx	regX	sizeX	unknown	eduX	unknown	occX	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80011	sex1	1950	B-370	regV4	SD	unknown	unknown	unknown	B-357	regV4	B-370	regV4	sizeX	hoger onderwijs of universiteit	edu1	unknown	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80012	sex2	1953	B-970	regV2	SD	unknown	unknown	unknown	B-821	regV3	xxx	regX	sizeX	unknown	eduX	unknown	occX	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80013	sex2	1949	B-264	regV1	SD	unknown	unknown	unknown	B-253	regV1	B-264	regV1	sizeX	technisch onderwijs of ASO	edu2	unknown	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80014	sex1	1930	B-900	regV2	SD	unknown	unknown	unknown	B-903	regV2	xxx	regX	sizeX	unknown	eduX	unknown	occX	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80015	sex2	1957	B-118	regV1	SD	unknown	unknown	unknown	B-370	regV4	xxx	regX	sizeX	unknown	eduX	unknown	occX	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80016	sex2	1939	B-213	regV1	SD	unknown	unknown	unknown	B-913	regV2	B-213	regV1	sizeX	unknown	eduX	unknown	occX	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80017	sex1	1951	B-837	regV3	SD	unknown	unknown	unknown	B-820	regV3	B-837	regV3	sizeX	hoger onderwijs of universiteit	edu1	unknown	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80018	sex1	19nn	xxx	regX	SD	unknown	unknown	unknown	xxx	regX	xxx	regX	sizeX	unknown	eduX	unknown	occX	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80019	sex2	19nn	xxx	regX	SD	unknown	unknown	unknown	xxx	regX	xxx	regX	sizeX	unknown	eduX	unknown	occX	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80020	sex2	1936	B-201	regV1	SD	unknown	unknown	unknown	B-254	regV1	B-264	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80021	sex1	19nn	B-214	regV1	SD	unknown	unknown	unknown	B-210	regV1	xxx	regX	sizeX	unknown	eduX	unknown	occX	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80022	sex1	1964	B-850	regV3	SD	unknown	unknown	unknown	B-821	regV3	xxx	regX	sizeX	unknown	eduX	unknown	occX	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80023	sex2	19nn	xxx	regX	SD	unknown	unknown	unknown	xxx	regX	xxx	regX	sizeX	unknown	eduX	unknown	occX	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80024	sex2	1966	B-880	regV3	SD	unknown	unknown	unknown	B-984	regV2	xxx	regX	sizeX	unknown	eduX	unknown	occX	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80025	sex1	19nn	xxx	regX	SD	unknown	unknown	unknown	xxx	regX	xxx	regX	sizeX	unknown	eduX	unknown	occX	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80026	sex2	19nn	xxx	regX	SD	unknown	unknown	unknown	xxx	regX	xxx	regX	sizeX	unknown	eduX	unknown	occX	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80027	sex1	1937	B-850	regV3	SD	unknown	unknown	unknown	B-850	regV3	xxx	regX	sizeX	unknown	eduX	unknown	occX	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80028	sex1	1956	B-850	regV3	SD	unknown	unknown	unknown	B-850	regV3	B-850	regV3	sizeX	hoger onderwijs of universiteit	edu1	unknown	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80029	sex2	1953	B-922	regV2	SD	unknown	unknown	unknown	B-922	regV2	B-922	regV2	sizeX	technisch onderwijs of ASO	edu2	unknown	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80030	sex1	1926	B-916	regV2	SD	unknown	unknown	unknown	B-916	regV2	xxx	regX	sizeX	unknown	eduX	unknown	occX	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80031	sex1	19nn	xxx	regX	SD	unknown	unknown	unknown	xxx	regX	xxx	regX	sizeX	unknown	eduX	unknown	occX	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80032	sex2	1948	B-820	regV3	SD	unknown	unknown	unknown	B-831	regV3	xxx	regX	sizeX	unknown	eduX	unknown	occX	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80033	sex1	1951	B-350	regV4	SD	unknown	unknown	unknown	B-377	regV4	B-377	regV4	sizeX	technisch onderwijs of ASO	edu2	unknown	occA	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80034	sex2	1955	B-370	regV4	SD	unknown	unknown	unknown	B-370	regV4	xxx	regX	sizeX	unknown	eduX	unknown	occX	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80035	sex2	19nn	xxx	regX	SD	unknown	unknown	unknown	xxx	regX	xxx	regX	sizeX	unknown	eduX	unknown	occX	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80036	sex1	1936	B-820	regV3	SD	unknown	unknown	unknown	B-820	regV3	B-820	regV3	sizeX	hoger onderwijs of universiteit	edu1	unknown	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80037	sex1	1930	B-820	regV3	SD	unknown	unknown	unknown	B-314	regV1	B-820	regV3	sizeX	technisch onderwijs of ASO	edu2	unknown	occH	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80038	sex1	1936	B-200	regV1	SD	unknown	unknown	unknown	B-173	regV1	B-200	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occH	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80039	sex2	1933	B-850	regV3	SD	unknown	unknown	unknown	B-850	regV3	B-850	regV3	sizeX	hoger onderwijs of universiteit	edu1	unknown	occH	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80040	sex1	1954	B-261	regV1	SD	unknown	unknown	unknown	B-210	regV1	B-210	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80041	sex1	1946	B-350	regV4	SD	unknown	unknown	unknown	B-398	regV4	B-398	regV4	sizeX	hoger onderwijs of universiteit	edu1	unknown	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80042	sex1	1957	B-230	regV1	SD	unknown	unknown	unknown	B-173	regV1	B-230	regV1	sizeX	unknown	eduX	unknown	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80043	sex2	1958	B-940	regV2	SD	unknown	unknown	unknown	B-170	regV1	B-174	regV1	sizeX	technisch onderwijs of ASO	edu2	unknown	occX	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80044	sex2	1932	B-200	regV1	SD	unknown	unknown	unknown	B-186	regV1	B-200	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80045	sex2	1971	B-880	regV3	SD	unknown	unknown	unknown	B-100	regV1	B-880	regV3	sizeX	hoger onderwijs of universiteit	edu1	unknown	occH	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80046	sex1	1958	B-108	regV1	SD	unknown	unknown	unknown	B-173	regV1	B-170	regV1	sizeX	technisch onderwijs of ASO	edu2	unknown	occA	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80047	sex1	1952	B-284	regV1	SD	unknown	unknown	unknown	B-170	regV1	B-285	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80048	sex2	1962	B-920	regV2	SD	unknown	unknown	unknown	B-173	regV1	B-920	regV2	sizeX	hoger onderwijs of universiteit	edu1	unknown	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80049	sex1	1951	B-170	regV1	SD	unknown	unknown	unknown	B-170	regV1	B-170	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occF	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80050	sex2	1964	B-330	regV1	SD	unknown	unknown	unknown	B-330	regV1	B-330	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80051	sex2	1969	B-970	regV2	SD	unknown	unknown	unknown	B-198	regV1	B-970	regV2	sizeX	hoger onderwijs of universiteit	edu1	unknown	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80052	sex2	1957	B-329	regV1	SD	unknown	unknown	unknown	B-308	regV1	B-398	regV4	sizeX	hoger onderwijs of universiteit	edu1	unknown	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80053	sex2	1958	B-307	regV1	SD	unknown	unknown	unknown	B-301	regV1	B-307	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occB	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80054	sex1	1967	B-360	regV4	SD	unknown	unknown	unknown	B-360	regV4	B-360	regV4	sizeX	hoger onderwijs of universiteit	edu1	unknown	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80055	sex1	1956	B-261	regV1	SD	unknown	unknown	unknown	B-174	regV1	B-170	regV1	sizeX	technisch onderwijs of ASO	edu2	unknown	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80056	sex2	1964	B-920	regV2	SD	unknown	unknown	unknown	B-928	regV2	B-928	regV2	sizeX	hoger onderwijs of universiteit	edu1	unknown	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80057	sex1	1937	B-200	regV1	SD	unknown	unknown	unknown	B-118	regV1	B-211	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80058	sex2	1954	B-118	regV1	SD	unknown	unknown	unknown	B-170	regV1	B-170	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occA	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80059	sex1	1955	B-391	regV4	SD	unknown	unknown	unknown	B-350	regV4	B-390	regV4	sizeX	hoger onderwijs of universiteit	edu1	unknown	occH	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80060	sex2	1959	B-350	regV4	SD	unknown	unknown	unknown	B-350	regV4	B-355	regV4	sizeX	technisch onderwijs of ASO	edu2	unknown	occH	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80061	sex2	1951	B-280	regV1	SD	unknown	unknown	unknown	B-280	regV1	B-280	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80062	sex2	1960	B-350	regV4	SD	unknown	unknown	unknown	B-383	regV4	B-383	regV4	sizeX	technisch onderwijs of ASO	edu2	unknown	occH	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80063	sex1	1937	B-118	regV1	SD	unknown	unknown	unknown	B-350	regV4	B-387	regV4	sizeX	hoger onderwijs of universiteit	edu1	vakdidacticus	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80064	sex1	1962	xxx	regX	SD	unknown	unknown	unknown	B-185	regV1	B-186	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80065	sex2	1950	xxx	regX	SD	unknown	unknown	unknown	B-280	regV1	B-280	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80066	sex1	1941	B-253	regV1	SD	unknown	unknown	unknown	B-250	regV1	B-253	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80067	sex1	1975	B-210	regV1	SD	unknown	unknown	unknown	B-200	regV1	B-252	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80068	sex2	1949	B-222	regV1	SD	unknown	unknown	unknown	B-223	regV1	B-222	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80069	sex2	1972	B-100	regV1	SD	unknown	unknown	unknown	B-115	regV1	B-115	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80070	sex1	1953	B-180	regV1	SD	unknown	unknown	unknown	B-100	regV1	B-180	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80071	sex2	1941	B-260	regV1	SD	unknown	unknown	unknown	B-108	regV1	B-200	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80072	sex2	1946	B-240	regV1	SD	unknown	unknown	unknown	B-240	regV1	B-240	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80073	sex2	1954	B-240	regV1	SD	unknown	unknown	unknown	B-240	regV1	B-240	regV1	sizeX	lager of beroepsonderwijs	edu3	unknown	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80074	sex2	1938	B-350	regV4	SD	unknown	unknown	unknown	B-351	regV4	B-350	regV4	sizeX	hoger onderwijs of universiteit	edu1	unknown	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80075	sex2	1956	B-350	regV4	SD	unknown	unknown	unknown	B-350	regV4	B-350	regV4	sizeX	hoger onderwijs of universiteit	edu1	unknown	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80076	sex2	1956	B-350	regV4	SD	unknown	unknown	unknown	B-355	regV4	B-351	regV4	sizeX	hoger onderwijs of universiteit	edu1	unknown	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80077	sex1	1941	B-380	regV4	SD	unknown	unknown	unknown	B-380	regV4	B-380	regV4	sizeX	hoger onderwijs of universiteit	edu1	unknown	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80078	sex1	1954	B-105	regV1	SD	unknown	unknown	unknown	B-309	regV1	B-109	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80079	sex2	1975	B-391	regV4	SD	unknown	unknown	unknown	B-390	regV4	B-390	regV4	sizeX	hoger onderwijs of universiteit	edu1	unknown	occX	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80080	sex1	1938	B-339	regV1	SD	unknown	unknown	unknown	B-301	regV1	B-339	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80081	sex2	1951	B-861	regV3	SD	unknown	unknown	unknown	B-185	regV1	B-180	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occA	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80082	sex1	1966	B-879	regV3	SD	unknown	unknown	unknown	B-300	regV1	B-987	regV2	sizeX	hoger onderwijs of universiteit	edu1	unknown	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80083	sex1	1960	B-300	regV1	SD	unknown	unknown	unknown	B-301	regV1	B-300	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80084	sex1	1937	B-266	regV1	SD	unknown	unknown	unknown	B-337	regV1	B-266	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80085	sex2	1954	B-230	regV1	SD	unknown	unknown	unknown	B-301	regV1	B-230	regV1	sizeX	technisch onderwijs of ASO	edu2	unknown	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80086	sex2	1969	B-280	regV1	SD	unknown	unknown	unknown	B-300	regV1	B-286	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80087	sex1	1965	B-930	regV2	SD	unknown	unknown	unknown	B-260	regV1	B-930	regV2	sizeX	hoger onderwijs of universiteit	edu1	unknown	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80088	sex2	1955	B-176	regV1	SD	unknown	unknown	unknown	B-100	regV1	B-176	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80089	sex1	1957	B-116	regV1	SD	unknown	unknown	unknown	B-116	regV1	B-116	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occB	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80090	sex1	1925	B-185	regV1	SD	unknown	unknown	unknown	B-185	regV1	B-185	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occH	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80091	sex2	1930	B-280	regV1	SD	unknown	unknown	unknown	B-280	regV1	B-280	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80092	sex1	1938	B-164	regV1	SD	unknown	unknown	unknown	B-280	regV1	B-164	regV1	sizeX	technisch onderwijs of ASO	edu2	unknown	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80093	sex2	1950	B-108	regV1	SD	unknown	unknown	unknown	B-170	regV1	B-109	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80094	sex2	1958	B-100	regV1	SD	unknown	unknown	unknown	B-108	regV1	B-100	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80095	sex2	1975	B-321	regV1	SD	unknown	unknown	unknown	B-321	regV1	B-321	regV1	sizeX	hoger onderwijs of universiteit	edu1	student	occI	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80096	sex2	1933	B-935	regV2	SD	unknown	unknown	unknown	B-178	regV1	B-935	regV2	sizeX	hoger onderwijs of universiteit	edu1	unknown	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80097	sex2	1950	B-105	regV1	SD	unknown	unknown	unknown	B-170	regV1	B-107	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80098	sex2	1952	B-230	regV1	SD	unknown	unknown	unknown	B-170	regV1	B-230	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occD	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80099	sex1	1961	B-855	regV3	SD	unknown	unknown	unknown	B-300	regV1	B-855	regV3	sizeX	hoger onderwijs of universiteit	edu1	unknown	occH	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80100	sex2	1953	B-940	regV2	SD	unknown	unknown	unknown	B-185	regV1	B-185	regV1	sizeX	hoger onderwijs of universiteit	edu1	unknown	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80101	sex1	1970	B-800	regV3	SD	unknown	unknown	unknown	B-838	regV3	B-838	regV3	sizeX	universiteit	edu1	onderzoeker universiteit	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80102	sex1	1962	B-840	regV3	SD	unknown	unknown	unknown	B-301	regV1	B-840	regV3	sizeX	hoger onderwijs of universiteit	edu1	unknown	occC	none
PARTICIPANT	ELIS-UG	HEADER.version1.0	1/01/2004	V80103	sex1	1976	B-893	regV3	SD	SD	regiolect: West-Vlaanderen	SD	B-894	regV3	B-894	regV3	sizeX	universiteit	edu1	onderzoeker universiteit	occC	none
